Theta(deg),Phi(deg),Freq(kT),mstar(me),Curv(kTA2),Type(+e-h),NumOrbCopy
  0.000000, 27.500000,  3.153835E-01,  1.937435E-01,  1.564149E+01, 1.000,   80
  0.000000, 27.500000,  3.524296E-01,  1.930310E-01,  7.569258E+01, 1.000,   77
  0.000000, 27.500000,  4.053810E-01,  2.046878E-01, -6.404380E+01, 1.000,   79
  0.000000, 27.500000,  4.054196E-01,  2.044727E-01, -6.418508E+01, 1.000,   77
  0.000000, 27.500000,  4.363350E-01,  2.005614E-01, -5.807592E+01, 1.000,   78
  0.000000, 27.500000,  4.363371E-01,  2.005419E-01, -5.818285E+01, 1.000,   81
  0.000000, 27.500000,  1.452509E+00,  5.877875E-01, -7.029942E+02, 1.000,   68
  0.000000, 30.000000,  3.254709E-01,  1.988917E-01,  2.238146E+01, 1.000,   79
  0.000000, 30.000000,  3.262389E-01,  1.749106E-01,  7.857096E+01, 1.000,   80
  0.000000, 30.000000,  4.013631E-01,  2.047769E-01, -7.019852E+01, 1.000,   80
  0.000000, 30.000000,  4.013934E-01,  2.048568E-01, -7.027081E+01, 1.000,   79
  0.000000, 30.000000,  4.512674E-01,  2.077552E-01, -7.921598E+01, 1.000,   81
  0.000000, 30.000000,  4.513325E-01,  2.078709E-01, -7.957476E+01, 1.000,   78
  0.000000, 30.000000,  1.581528E+00,  7.249764E-01, -9.809186E+02, 1.000,   67
  0.000000, 32.500000,  3.060499E-01,  1.616063E-01,  7.228705E+01, 1.000,   81
  0.000000, 32.500000,  3.371919E-01,  2.046382E-01,  3.076211E+01, 1.000,   80
  0.000000, 32.500000,  3.988328E-01,  2.054996E-01, -7.781712E+01, 1.000,   81
  0.000000, 32.500000,  3.988569E-01,  2.054679E-01, -7.741685E+01, 1.000,   76
  0.000000, 32.500000,  4.673461E-01,  2.183674E-01, -9.966185E+01, 1.000,   78
  0.000000, 32.500000,  4.673790E-01,  2.189414E-01, -1.015749E+02, 1.000,   80
  0.000000, 32.500000,  1.612203E+00,  7.838526E-01, -1.041642E+03, 1.000,   69
  0.000000, 35.000000,  2.902278E-01,  1.518637E-01,  6.369724E+01, 1.000,   78
  0.000000, 35.000000,  3.510413E-01,  2.107049E-01,  4.045366E+01, 1.000,   78
  0.000000, 35.000000,  3.970925E-01,  2.051450E-01, -8.421472E+01, 1.000,   77
  0.000000, 35.000000,  3.971159E-01,  2.052917E-01, -8.477152E+01, 1.000,   79
  0.000000, 35.000000,  4.843578E-01,  2.301576E-01, -1.154019E+02, 1.000,   80
  0.000000, 35.000000,  4.843918E-01,  2.302385E-01, -1.157588E+02, 1.000,   77
  0.000000, 35.000000,  1.498645E+00,  7.664174E-01, -9.399535E+02, 1.000,   68
  0.000000, 37.500000,  2.775551E-01,  1.447987E-01,  5.624856E+01, 1.000,   80
  0.000000, 37.500000,  3.674948E-01,  2.175939E-01,  5.133485E+01, 1.000,   81
  0.000000, 37.500000,  3.954201E-01,  2.043511E-01, -8.881680E+01, 1.000,   81
  0.000000, 37.500000,  3.954598E-01,  2.043337E-01, -8.897266E+01, 1.000,   76
  0.000000, 37.500000,  5.020472E-01,  2.443199E-01, -1.292085E+02, 1.000,   79
  0.000000, 37.500000,  5.020706E-01,  2.440360E-01, -1.269682E+02, 1.000,   80
  0.000000, 37.500000,  1.258941E+00,  6.295813E-01, -2.924667E+02, 1.000,   71
  0.000000, 40.000000,  2.674197E-01,  1.394597E-01,  5.059332E+01, 1.000,   78
  0.000000, 40.000000,  3.871913E-01,  2.256054E-01,  6.429207E+01, 1.000,   76
  0.000000, 40.000000,  3.934359E-01,  2.027477E-01, -8.861771E+01, 1.000,   79
  0.000000, 40.000000,  3.935064E-01,  2.032156E-01, -8.980556E+01, 1.000,   76
  0.000000, 40.000000,  5.205380E-01,  2.562125E-01, -1.237900E+02, 1.000,   79
  0.000000, 40.000000,  5.205874E-01,  2.560491E-01, -1.221904E+02, 1.000,   80
  0.000000, 40.000000,  1.043429E+00,  5.281311E-01, -6.571948E+01, 1.000,  108
  0.000000, 40.000000,  1.044720E+00,  5.455888E-01, -1.494188E+02, 1.000,   40
  0.000000, 42.500000,  2.592273E-01,  1.354810E-01,  4.628192E+01, 1.000,   83
  0.000000, 42.500000,  3.911901E-01,  2.021049E-01, -8.811476E+01, 1.000,   79
  0.000000, 42.500000,  3.912270E-01,  2.017116E-01, -8.753732E+01, 1.000,   81
  0.000000, 42.500000,  4.115028E-01,  2.353009E-01,  7.690792E+01, 1.000,   76
  0.000000, 42.500000,  5.409074E-01,  2.624716E-01, -1.109964E+02, 1.000,   74
  0.000000, 42.500000,  5.409323E-01,  2.623900E-01, -1.108191E+02, 1.000,   80
  0.000000, 42.500000,  8.896852E-01,  4.574016E-01, -7.483327E+00, 1.000,  163
  0.000000, 42.500000,  8.914980E-01,  4.583000E-01, -5.301908E+01, 1.000,   70
  0.000000, 45.000000,  2.526763E-01,  1.325773E-01,  4.258661E+01, 1.000,   81
  0.000000, 45.000000,  3.886124E-01,  1.998027E-01, -8.146441E+01, 1.000,   79
  0.000000, 45.000000,  3.886715E-01,  2.003086E-01, -8.250686E+01, 1.000,   81
  0.000000, 45.000000,  4.417947E-01,  2.483100E-01,  8.912148E+01, 1.000,   77
  0.000000, 45.000000,  5.641280E-01,  2.672833E-01, -1.186632E+02, 1.000,   76
  0.000000, 45.000000,  5.641784E-01,  2.672458E-01, -1.186027E+02, 1.000,   79
  0.000000, 45.000000,  7.688613E-01,  3.969682E-01,  6.546259E+01, 1.000,   64
  0.000000, 45.000000,  7.699180E-01,  4.008018E-01,  5.092485E+01, 1.000,   12
  0.000000, 45.000000,  7.821606E-01,  3.998928E-01, -5.378176E+01, 1.000,   76
  0.000000, 45.000000,  7.821960E-01,  3.998560E-01, -5.393878E+01, 1.000,   77
  0.000000, 47.500000,  2.475479E-01,  1.305916E-01,  3.963660E+01, 1.000,   81
  0.000000, 47.500000,  3.861195E-01,  1.991397E-01, -7.564775E+01, 1.000,   80
  0.000000, 47.500000,  3.861571E-01,  2.001904E-01, -7.748995E+01, 1.000,   81
  0.000000, 47.500000,  4.801968E-01,  2.662642E-01,  1.011938E+02, 1.000,   78
  0.000000, 47.500000,  5.892109E-01,  2.783677E-01, -1.352092E+02, 1.000,   77
  0.000000, 47.500000,  5.894104E-01,  2.785643E-01, -1.362874E+02, 1.000,   78
  0.000000, 47.500000,  6.778079E-01,  3.655080E-01,  5.000286E+01, 1.000,   77
  0.000000, 47.500000,  7.098486E-01,  3.424113E-01, -9.378677E+01, 1.000,   79
  0.000000, 47.500000,  7.101141E-01,  3.420584E-01, -9.277157E+01, 1.000,   79
  0.000000, 50.000000,  2.435790E-01,  1.294757E-01,  3.700613E+01, 1.000,   81
  0.000000, 50.000000,  3.842329E-01,  2.003065E-01, -7.442904E+01, 1.000,   80
  0.000000, 50.000000,  3.842555E-01,  2.004963E-01, -7.484221E+01, 1.000,   80
  0.000000, 50.000000,  5.306067E-01,  2.917212E-01,  1.094042E+02, 1.000,   81
  0.000000, 50.000000,  6.023439E-01,  3.320629E-01,  9.546926E+01, 1.000,   79
  0.000000, 50.000000,  6.152502E-01,  2.920666E-01, -1.376121E+02, 1.000,   79
  0.000000, 50.000000,  6.153350E-01,  2.921503E-01, -1.365314E+02, 1.000,   80
  0.000000, 50.000000,  6.570495E-01,  3.117330E-01, -1.242296E+02, 1.000,   77
  0.000000, 50.000000,  6.571367E-01,  3.116135E-01, -1.250479E+02, 1.000,   79
  0.000000, 52.500000,  2.407084E-01,  1.291494E-01,  3.500704E+01, 1.000,   81
  0.000000, 52.500000,  3.830042E-01,  1.995634E-01, -7.655252E+01, 1.000,   78
  0.000000, 52.500000,  3.830059E-01,  2.009483E-01, -8.039539E+01, 1.000,   82
  0.000000, 52.500000,  5.430658E-01,  2.952184E-01,  1.095722E+02, 1.000,   78
  0.000000, 52.500000,  5.987263E-01,  3.295453E-01,  9.736835E+01, 1.000,   78
  0.000000, 52.500000,  6.128099E-01,  2.921203E-01, -1.203048E+02, 1.000,   78
  0.000000, 52.500000,  6.128316E-01,  2.921139E-01, -1.204825E+02, 1.000,   78
  0.000000, 52.500000,  6.431519E-01,  3.068904E-01, -1.060218E+02, 1.000,   80
  0.000000, 52.500000,  6.431630E-01,  3.068507E-01, -1.063851E+02, 1.000,   81
  0.000000, 55.000000,  2.387935E-01,  1.294898E-01,  3.313325E+01, 1.000,   81
  0.000000, 55.000000,  3.820186E-01,  1.969213E-01, -7.830403E+01, 1.000,   82
  0.000000, 55.000000,  3.820459E-01,  1.973380E-01, -7.954665E+01, 1.000,   79
  0.000000, 55.000000,  4.969844E-01,  2.688604E-01,  9.218534E+01, 1.000,   77
  0.000000, 55.000000,  5.741925E-01,  2.758846E-01, -1.009590E+02, 1.000,   79
  0.000000, 55.000000,  5.742050E-01,  2.759013E-01, -1.010762E+02, 1.000,   75
  0.000000, 55.000000,  6.934748E-01,  3.794436E-01, -2.698912E+01, 1.000,   72
  0.000000, 55.000000,  6.937879E-01,  3.770057E-01, -4.101209E+01, 1.000,   48
  0.000000, 57.500000,  2.378077E-01,  1.303689E-01,  3.117845E+01, 1.000,   83
  0.000000, 57.500000,  3.807276E-01,  1.922357E-01, -7.417513E+01, 1.000,   81
  0.000000, 57.500000,  3.807400E-01,  1.922444E-01, -7.418331E+01, 1.000,   83
  0.000000, 57.500000,  4.596676E-01,  2.496708E-01,  8.091281E+01, 1.000,   77
  0.000000, 57.500000,  5.407929E-01,  2.585410E-01, -8.466027E+01, 1.000,   78
  0.000000, 57.500000,  5.408020E-01,  2.588403E-01, -8.490554E+01, 1.000,   76
  0.000000, 57.500000,  8.151203E-01,  4.443872E-01, -2.465186E+02, 1.000,   77
  0.000000, 60.000000,  2.375907E-01,  1.317511E-01,  2.966685E+01, 1.000,   80
  0.000000, 60.000000,  3.790793E-01,  1.868835E-01, -6.639829E+01, 1.000,   81
  0.000000, 60.000000,  3.790987E-01,  1.870633E-01, -6.692129E+01, 1.000,   82
  0.000000, 60.000000,  4.287166E-01,  2.340158E-01,  7.947099E+01, 1.000,   79
  0.000000, 60.000000,  5.124479E-01,  2.440759E-01, -8.525805E+01, 1.000,   79
  0.000000, 60.000000,  5.124854E-01,  2.441018E-01, -8.504914E+01, 1.000,   77
  0.000000, 60.000000,  9.375372E-01,  4.689948E-01, -3.951319E+02, 1.000,   75
  0.000000, 62.500000,  2.382582E-01,  1.335138E-01,  2.767735E+01, 1.000,   81
  0.000000, 62.500000,  3.771727E-01,  1.829850E-01, -5.871552E+01, 1.000,   80
  0.000000, 62.500000,  3.773147E-01,  1.823140E-01, -5.746744E+01, 1.000,   81
  0.000000, 62.500000,  4.028953E-01,  2.203154E-01,  8.078098E+01, 1.000,   78
  0.000000, 62.500000,  4.875427E-01,  2.334854E-01, -8.570271E+01, 1.000,   78
  0.000000, 62.500000,  4.877881E-01,  2.334393E-01, -8.658125E+01, 1.000,   77
  0.000000, 62.500000,  1.033984E+00,  4.698397E-01, -3.399662E+02, 1.000,   78
  0.000000, 65.000000,  2.395928E-01,  1.359128E-01,  2.677619E+01, 1.000,   79
  0.000000, 65.000000,  3.755724E-01,  1.800589E-01, -5.035571E+01, 1.000,   79
  0.000000, 65.000000,  3.755974E-01,  1.801254E-01, -5.036396E+01, 1.000,   80
  0.000000, 65.000000,  3.813108E-01,  2.082397E-01,  8.195305E+01, 1.000,   79
  0.000000, 65.000000,  4.655007E-01,  2.250477E-01, -8.427324E+01, 1.000,   75
  0.000000, 65.000000,  4.655260E-01,  2.250414E-01, -8.424814E+01, 1.000,   79
  0.000000, 65.000000,  1.107307E+00,  4.694659E-01, -2.865731E+02, 1.000,   75
  0.000000, 67.500000,  2.417431E-01,  1.386485E-01,  2.629140E+01, 1.000,   79
  0.000000, 67.500000,  3.633655E-01,  1.979159E-01,  8.066765E+01, 1.000,   77
  0.000000, 67.500000,  3.744596E-01,  1.818816E-01, -4.261211E+01, 1.000,   77
  0.000000, 67.500000,  3.744931E-01,  1.821504E-01, -4.278106E+01, 1.000,   78
  0.000000, 67.500000,  4.453302E-01,  2.179571E-01, -8.021578E+01, 1.000,   79
  0.000000, 67.500000,  4.453413E-01,  2.179759E-01, -8.019621E+01, 1.000,   73
  0.000000, 67.500000,  1.168869E+00,  4.745082E-01, -2.982248E+02, 1.000,   80
  0.000000, 70.000000,  2.446532E-01,  1.420729E-01,  2.650007E+01, 1.000,   82
  0.000000, 70.000000,  3.483801E-01,  1.893435E-01,  7.727952E+01, 1.000,   75
  0.000000, 70.000000,  3.748723E-01,  1.927921E-01, -5.065442E+01, 1.000,   79
  0.000000, 70.000000,  3.749273E-01,  1.925990E-01, -5.011082E+01, 1.000,   77
  0.000000, 70.000000,  4.268638E-01,  2.115529E-01, -7.374255E+01, 1.000,   76
  0.000000, 70.000000,  4.269409E-01,  2.115966E-01, -7.381630E+01, 1.000,   79
  0.000000, 70.000000,  1.222444E+00,  4.796457E-01, -3.375259E+02, 1.000,   80
  0.000000, 72.500000,  2.484368E-01,  1.461212E-01,  2.708993E+01, 1.000,   81
  0.000000, 72.500000,  3.360318E-01,  1.824577E-01,  7.239002E+01, 1.000,   79
  0.000000, 72.500000,  3.769758E-01,  1.930297E-01, -5.816077E+01, 1.000,   78
  0.000000, 72.500000,  3.770141E-01,  1.940714E-01, -6.201532E+01, 1.000,   74
  0.000000, 72.500000,  4.101033E-01,  2.053478E-01, -6.667033E+01, 1.000,   79
  0.000000, 72.500000,  4.101277E-01,  2.053833E-01, -6.676571E+01, 1.000,   80
  0.000000, 72.500000,  1.266252E+00,  4.924227E-01, -3.282088E+02, 1.000,   79
  0.000000, 75.000000,  2.531317E-01,  1.510652E-01,  2.728299E+01, 1.000,   79
  0.000000, 75.000000,  3.256565E-01,  1.768912E-01,  6.754365E+01, 1.000,   80
  0.000000, 75.000000,  3.792113E-01,  1.897208E-01, -6.440847E+01, 1.000,   75
  0.000000, 75.000000,  3.792437E-01,  1.895970E-01, -6.395747E+01, 1.000,   80
  0.000000, 75.000000,  3.948466E-01,  1.989101E-01, -5.788325E+01, 1.000,   83
  0.000000, 75.000000,  3.948620E-01,  1.989417E-01, -5.799370E+01, 1.000,   81
  0.000000, 75.000000,  1.305012E+00,  5.118996E-01, -4.049561E+02, 1.000,   73
  0.000000, 77.500000,  2.588988E-01,  1.567631E-01,  2.613954E+01, 1.000,   78
  0.000000, 77.500000,  3.170560E-01,  1.724619E-01,  6.299969E+01, 1.000,   81
  0.000000, 77.500000,  3.811301E-01,  1.843392E-01, -5.995808E+01, 1.000,   77
  0.000000, 77.500000,  3.811372E-01,  1.840770E-01, -5.930809E+01, 1.000,   78
  0.000000, 77.500000,  3.812531E-01,  1.927244E-01, -5.191162E+01, 1.000,   79
  0.000000, 77.500000,  3.812741E-01,  1.926029E-01, -5.147091E+01, 1.000,   81
  0.000000, 77.500000,  1.330402E+00,  5.202408E-01, -4.851470E+02, 1.000,   74
  0.000000, 80.000000,  2.657942E-01,  1.629389E-01,  2.251327E+01, 1.000,   78
  0.000000, 80.000000,  3.099654E-01,  1.689863E-01,  5.858653E+01, 1.000,   80
  0.000000, 80.000000,  3.692470E-01,  1.867635E-01, -4.755300E+01, 1.000,   80
  0.000000, 80.000000,  3.692663E-01,  1.868000E-01, -4.764401E+01, 1.000,   79
  0.000000, 80.000000,  3.829289E-01,  1.800540E-01, -5.480392E+01, 1.000,   78
  0.000000, 80.000000,  3.829404E-01,  1.801384E-01, -5.498683E+01, 1.000,   75
  0.000000, 80.000000,  1.333248E+00,  5.351692E-01, -4.889329E+02, 1.000,   73
  0.000000, 82.500000,  2.738933E-01,  1.692561E-01,  1.583842E+01, 1.000,   74
  0.000000, 82.500000,  3.041880E-01,  1.663666E-01,  5.474693E+01, 1.000,   79
  0.000000, 82.500000,  3.586548E-01,  1.818230E-01, -4.541745E+01, 1.000,   78
  0.000000, 82.500000,  3.586625E-01,  1.817780E-01, -4.531211E+01, 1.000,   81
  0.000000, 82.500000,  3.847135E-01,  1.775164E-01, -4.829877E+01, 1.000,   78
  0.000000, 82.500000,  3.847383E-01,  1.770431E-01, -4.810016E+01, 1.000,   74
  0.000000, 82.500000,  1.322052E+00,  5.386440E-01, -5.705472E+02, 1.000,   78
  0.000000, 85.000000,  2.830858E-01,  1.750568E-01,  7.819768E+00, 1.000,   71
  0.000000, 85.000000,  2.995689E-01,  1.644723E-01,  5.125671E+01, 1.000,   78
  0.000000, 85.000000,  3.489033E-01,  1.774422E-01, -4.134516E+01, 1.000,    2
  0.000000, 85.000000,  3.492566E-01,  1.775669E-01, -4.328973E+01, 1.000,   77
  0.000000, 85.000000,  3.492654E-01,  1.775860E-01, -4.329960E+01, 1.000,   76
  0.000000, 85.000000,  3.866384E-01,  1.778933E-01, -3.533680E+01, 1.000,   75
  0.000000, 85.000000,  3.866433E-01,  1.778703E-01, -3.549446E+01, 1.000,   71
  0.000000, 85.000000,  1.285402E+00,  5.194600E-01, -4.796573E+02, 1.000,   80
  0.000000, 87.500000,  2.931569E-01,  1.775443E-01,  5.799314E+00, 1.000,  111
  0.000000, 87.500000,  2.960376E-01,  1.632426E-01,  4.795819E+01, 1.000,   75
  0.000000, 87.500000,  3.408754E-01,  1.739403E-01, -4.116797E+01, 1.000,   72
  0.000000, 87.500000,  3.408884E-01,  1.739826E-01, -4.091597E+01, 1.000,   74
  0.000000, 87.500000,  3.899479E-01,  2.085511E-01, -4.418795E+01, 1.000,   71
  0.000000, 87.500000,  3.899800E-01,  2.095427E-01, -4.522433E+01, 1.000,   62
  0.000000, 87.500000,  1.237899E+00,  5.389472E-01, -4.151009E+02, 1.000,   78
  0.000000, 90.000000,  2.934697E-01,  1.626343E-01,  4.486807E+01, 1.000,   63
  0.000000, 90.000000,  3.038513E-01,  1.816730E-01,  6.467297E+00, 1.000,  184
  0.000000, 90.000000,  3.334518E-01,  1.708881E-01, -3.828231E+01, 1.000,   63
  0.000000, 90.000000,  3.334533E-01,  1.708946E-01, -3.866269E+01, 1.000,   64
  0.000000, 90.000000,  3.954035E-01,  2.153355E-01, -7.262631E+01, 1.000,   61
  0.000000, 90.000000,  3.956045E-01,  2.142971E-01, -7.282853E+01, 1.000,   63
  0.000000, 90.000000,  1.186860E+00,  5.447629E-01, -4.747376E+02, 1.000,   76
