138	-0.19394	-0.17638	-0.01816	-0.00242	-0.11628	-0.17118	 0.00942	-0.00161	-0.48127	-0.55308	-0.08383	-0.07762
139	-0.18209	-0.16516	-0.02166	-0.00666	-0.11367	-0.16806	 0.04461	 0.03372	-0.50502	-0.57631	-0.08040	-0.07330
140	-0.17017	-0.15394	-0.02474	-0.01052	-0.11045	-0.16404	 0.09081	 0.08005	-0.53770	-0.60818	-0.07624	-0.06899
141	-0.15824	-0.14278	-0.02735	-0.01394	-0.10664	-0.15912	 0.15473	 0.14419	-0.58615	-0.65545	-0.07163	-0.06455
142	-0.14633	-0.13170	-0.02945	-0.01687	-0.10226	-0.15333	 0.25017	 0.24035	-0.66463	-0.73195	-0.06671	-0.05995
143	-0.13449	-0.12075	-0.03101	-0.01928	-0.09733	-0.14669	 0.40772	 0.40102	-0.80568	-0.86832	-0.06157	-0.05522
144	-0.12275	-0.10996	-0.03201	-0.02114	-0.09188	-0.13922	 0.68148	 0.68846	-1.07170	-1.11868	-0.05629	-0.05037
145	-0.11027	-0.09855	-0.03243	-0.02252	-0.08547	-0.13031	 0.85187	 0.87425	-1.23276	-1.26123	-0.05053	-0.04508
146	-0.09888	-0.08818	-0.03222	-0.02320	-0.07906	-0.12127	 0.48045	 0.48277	-0.82335	-0.85511	-0.04517	-0.04014
147	-0.08771	-0.07807	-0.03143	-0.02330	-0.07226	-0.11157	 0.23633	 0.20981	-0.54063	-0.56465	-0.03985	-0.03523
148	-0.07681	-0.06824	-0.03007	-0.02283	-0.06512	-0.10126	 0.11218	 0.08291	-0.38942	-0.40551	-0.03461	-0.03040
149	-0.06622	-0.05872	-0.02815	-0.02181	-0.05771	-0.09041	 0.04704	 0.01808	-0.30211	-0.30052	-0.02950	-0.02571
150	-0.05598	-0.04955	-0.02570	-0.02027	-0.05009	-0.07910	 0.01115	-0.01589	-0.23588	-0.23184	-0.02455	-0.02120
151	-0.04612	-0.04074	-0.02277	-0.01823	-0.04232	-0.06741	-0.00835	-0.03251	-0.18409	-0.17998	-0.01978	-0.01690
152	-0.03668	-0.03233	-0.01938	-0.01574	-0.03447	-0.05544	-0.01775	-0.03839	-0.14142	-0.13769	-0.01524	-0.01287
153	-0.02771	-0.02434	-0.01557	-0.01286	-0.02663	-0.04326	-0.02045	-0.03709	-0.10466	-0.10147	-0.01094	-0.00912
154	-0.01922	-0.01681	-0.01126	-0.00980	-0.01886	-0.03098	-0.01846	-0.03074	-0.07193	-0.06941	-0.00691	-0.00568
155	-0.01124	-0.00978	-0.00635	-0.00675	-0.01125	-0.01868	-0.01307	-0.02069	-0.04205	-0.04034	-0.00315	-0.00257
156	-0.00379	-0.00327	-0.00218	-0.00249	-0.00417	-0.00618	-0.00512	-0.00784	-0.01432	-0.01355	 0.00032	 0.00021
157	 0.00310	 0.00269	 0.00190	 0.00217	 0.00368	 0.00506	 0.00478	 0.00715	 0.01196	 0.01121	-0.01427	 0.01182
158	 0.00980	 0.00854	 0.00670	 0.00699	 0.01046	 0.01808	 0.01709	 0.02514	 0.03859	 0.03633	-0.01222	 0.01558
159	 0.01491	 0.01308	 0.01169	 0.01028	 0.01619	 0.02855	 0.02869	 0.04173	 0.06041	 0.05658	-0.01062	 0.01825
160	 0.02016	 0.01778	 0.01692	 0.01462	 0.02232	 0.04023	 0.04314	 0.06211	 0.08480	 0.07890	-0.00894	 0.02064
161	 0.02405	 0.02127	 0.02120	 0.01833	 0.02703	 0.04972	 0.05611	 0.08024	 0.10481	 0.09701	-0.00769	 0.02164
162	 0.02788	 0.02471	 0.02596	 0.02251	 0.03183	 0.06008	 0.07170	 0.10191	 0.12706	 0.11709	-0.00644	 0.01878
163	 0.03093	 0.02745	 0.03041	 0.02643	 0.03581	 0.06959	 0.08759	 0.12392	 0.14800	 0.13625	-0.00545	-0.00672
164	 0.03293	 0.02925	 0.03392	 0.02953	 0.03853	 0.07699	 0.10132	 0.14290	 0.16473	 0.15211	-0.00481	-0.01798
165	 0.03457	 0.03073	 0.03760	 0.03279	 0.04085	 0.08469	 0.11731	 0.16499	 0.18265	 0.17012	-0.00429	-0.01740
166	 0.03538	 0.03146	 0.04036	 0.03523	 0.04209	 0.09044	 0.13088	 0.18377	 0.19656	 0.18518	-0.00405	-0.01653
167	 0.03567	 0.03172	 0.04308	 0.03762	 0.04263	 0.09610	 0.14647	 0.20535	 0.21112	 0.20224	-0.00401	-0.01569
168	 0.03538	 0.03144	 0.04495	 0.03924	 0.04232	 0.10002	 0.15951	 0.22345	 0.22226	 0.21630	-0.00416	-0.01511
169	 0.03443	 0.03057	 0.04655	 0.04062	 0.04105	 0.10348	 0.17428	 0.24400	 0.23381	 0.23187	-0.00454	-0.01457
170	 0.03314	 0.02937	 0.04743	 0.04133	 0.03919	 0.10548	 0.18648	 0.26103	 0.24254	 0.24440	-0.00505	-0.01420
171	 0.03112	 0.02750	 0.04785	 0.04161	 0.03614	 0.10669	 0.20011	 0.28011	 0.25141	 0.25795	-0.00582	-0.01387
172	 0.02899	 0.02552	 0.04769	 0.04137	 0.03281	 0.10677	 0.21120	 0.29571	 0.25790	 0.26858	-0.00664	-0.01367
173	 0.02610	 0.02282	 0.04691	 0.04053	 0.02813	 0.10577	 0.22341	 0.31296	 0.26419	 0.27981	-0.00775	-0.01353
174	 0.02283	 0.01975	 0.04551	 0.03911	 0.02265	 0.10362	 0.23477	 0.32908	 0.26911	 0.28971	-0.00902	-0.01349
175	 0.01978	 0.01688	 0.04384	 0.03744	 0.01739	 0.10092	 0.24379	 0.34195	 0.27224	 0.29712	-0.01021	-0.01352
176	 0.01599	 0.01330	 0.04137	 0.03501	 0.01065	 0.09682	 0.25344	 0.35578	 0.27463	 0.30448	-0.01170	-0.01363
177	 0.01261	 0.01008	 0.03884	 0.03254	 0.00444	 0.09254	 0.26095	 0.36659	 0.27561	 0.30967	-0.01305	-0.01379
