Theta(deg),Phi(deg),Freq(kT),mstar(me),Curv(kTA2),Type(+e-h),NumOrbCopy
  0.000000, 30.000000,  1.013293E+00,  1.299074E+00, -4.945359E+01,-1.000,  188
  0.000000, 30.000000,  1.013293E+00,  1.299073E+00, -4.945084E+01,-1.000,  188
  0.000000, 32.500000,  9.879508E-01,  1.263499E+00, -4.524698E+01,-1.000,  192
  0.000000, 32.500000,  9.879510E-01,  1.263504E+00, -4.524672E+01,-1.000,  192
  0.000000, 35.000000,  9.650354E-01,  1.230621E+00, -4.193865E+01,-1.000,  188
  0.000000, 35.000000,  9.650356E-01,  1.230616E+00, -4.193889E+01,-1.000,  188
  0.000000, 37.500000,  9.444147E-01,  1.200453E+00, -3.922375E+01,-1.000,  192
  0.000000, 37.500000,  9.444147E-01,  1.200451E+00, -3.922377E+01,-1.000,  192
  0.000000, 40.000000,  9.259537E-01,  1.173030E+00, -3.703118E+01,-1.000,  180
  0.000000, 40.000000,  9.259553E-01,  1.173022E+00, -3.703462E+01,-1.000,  180
  0.000000, 42.500000,  9.095561E-01,  1.148336E+00, -3.536380E+01,-1.000,  180
  0.000000, 42.500000,  9.095628E-01,  1.148296E+00, -3.536422E+01,-1.000,  180
  0.000000, 45.000000,  8.950841E-01,  1.126269E+00, -3.431693E+01,-1.000,  184
  0.000000, 45.000000,  8.950844E-01,  1.126268E+00, -3.431655E+01,-1.000,  184
  0.000000, 47.500000,  8.824736E-01,  1.106789E+00, -3.361935E+01,-1.000,  176
  0.000000, 47.500000,  8.824766E-01,  1.106775E+00, -3.362382E+01,-1.000,  176
  0.000000, 50.000000,  8.716555E-01,  1.089741E+00, -3.334189E+01,-1.000,  172
  0.000000, 50.000000,  8.716587E-01,  1.089727E+00, -3.334138E+01,-1.000,  172
  0.000000, 52.500000,  8.625118E-01,  1.075081E+00, -3.348925E+01,-1.000,  188
  0.000000, 52.500000,  8.625159E-01,  1.075048E+00, -3.347893E+01,-1.000,  188
  0.000000, 55.000000,  8.549982E-01,  1.062658E+00, -3.405976E+01,-1.000,  192
  0.000000, 55.000000,  8.550021E-01,  1.062641E+00, -3.406429E+01,-1.000,  192
  0.000000, 57.500000,  8.490256E-01,  1.052429E+00, -3.507182E+01,-1.000,  184
  0.000000, 57.500000,  8.490333E-01,  1.052403E+00, -3.505743E+01,-1.000,  184
  0.000000, 60.000000,  8.446278E-01,  1.044345E+00, -3.657204E+01,-1.000,  192
  0.000000, 60.000000,  8.446387E-01,  1.044300E+00, -3.658308E+01,-1.000,  192
  0.000000, 62.500000,  8.416638E-01,  1.038199E+00, -3.868633E+01,-1.000,  192
  0.000000, 62.500000,  8.416653E-01,  1.038193E+00, -3.868821E+01,-1.000,  192
  0.000000, 65.000000,  8.401291E-01,  1.034123E+00, -4.157902E+01,-1.000,  192
  0.000000, 65.000000,  8.401338E-01,  1.034103E+00, -4.158784E+01,-1.000,  192
  0.000000, 67.500000,  8.399689E-01,  1.031991E+00, -4.549026E+01,-1.000,  192
  0.000000, 67.500000,  8.399704E-01,  1.031966E+00, -4.551067E+01,-1.000,  192
  0.000000, 70.000000,  8.411653E-01,  1.031742E+00, -5.096233E+01,-1.000,  188
  0.000000, 70.000000,  8.411706E-01,  1.031710E+00, -5.098258E+01,-1.000,  188
  0.000000, 72.500000,  8.438203E-01,  1.033361E+00, -5.893596E+01,-1.000,  188
  0.000000, 72.500000,  8.438253E-01,  1.033336E+00, -5.895353E+01,-1.000,  188
  0.000000, 75.000000,  8.475695E-01,  1.037108E+00, -7.076729E+01,-1.000,  188
  0.000000, 75.000000,  8.475699E-01,  1.037103E+00, -7.076635E+01,-1.000,  188
  0.000000, 77.500000,  8.526810E-01,  1.042944E+00, -8.696639E+01,-1.000,  188
  0.000000, 77.500000,  8.526842E-01,  1.042902E+00, -8.696492E+01,-1.000,  188
  0.000000, 80.000000,  8.583277E-01,  1.050457E+00, -1.089913E+02,-1.000,  192
  0.000000, 80.000000,  8.583329E-01,  1.050345E+00, -1.089743E+02,-1.000,  192
  0.000000, 82.500000,  8.647578E-01,  1.059001E+00, -1.387937E+02,-1.000,  184
  0.000000, 82.500000,  8.647602E-01,  1.058948E+00, -1.387884E+02,-1.000,  184
  0.000000, 85.000000,  8.705430E-01,  1.067813E+00, -1.734794E+02,-1.000,  188
  0.000000, 85.000000,  8.705488E-01,  1.067702E+00, -1.734715E+02,-1.000,  188
  0.000000, 87.500000,  8.758007E-01,  1.075538E+00, -2.079465E+02,-1.000,  188
  0.000000, 87.500000,  8.758043E-01,  1.075500E+00, -2.079520E+02,-1.000,  188
  0.000000, 90.000000,  8.699650E-01,  1.074042E+00, -1.776413E+02,-1.000,   84
  0.000000, 90.000000,  8.699681E-01,  1.074044E+00, -1.776575E+02,-1.000,   84
  0.000000, 90.000000,  8.798242E-01,  1.079666E+00, -2.339801E+02,-1.000,  112
  0.000000, 90.000000,  8.798242E-01,  1.079666E+00, -2.339801E+02,-1.000,  112
