Theta(deg),Phi(deg),Freq(kT),mstar(me),Curv(kTA2),Type(+e-h),NumOrbCopy
  0.000000, 10.000000,  3.626112E-01,  2.025209E-01, -1.102941E+01, 1.000,  114
  0.000000, 10.000000,  5.053277E-01,  2.835977E-01,  1.768571E+01, 1.000,  117
  0.000000, 10.000000,  5.054747E-01,  2.843371E-01,  6.277459E+00, 1.000,  268
  0.000000, 10.000000,  5.138775E-01,  2.550454E-01, -4.745234E+01, 1.000,   72
  0.000000, 10.000000,  5.139642E-01,  2.551458E-01, -4.788823E+01, 1.000,   79
  0.000000, 10.000000,  7.733793E-01,  4.781141E-01, -8.046279E+01, 1.000,   71
  0.000000, 12.500000,  3.495020E-01,  2.017775E-01,  3.246254E+01, 1.000,   26
  0.000000, 12.500000,  3.495156E-01,  2.017562E-01,  3.238523E+01, 1.000,   46
  0.000000, 12.500000,  3.498815E-01,  2.016889E-01,  3.042180E+01, 1.000,    8
  0.000000, 12.500000,  3.619972E-01,  1.912507E-01, -3.538643E+01, 1.000,   80
  0.000000, 12.500000,  3.620143E-01,  1.913499E-01, -3.535308E+01, 1.000,   79
  0.000000, 12.500000,  5.527773E-01,  3.090669E-01, -3.752523E-01, 1.000,  176
  0.000000, 12.500000,  5.536204E-01,  3.027636E-01, -8.968649E+00, 1.000,  176
  0.000000, 12.500000,  5.559715E-01,  2.900416E-01, -4.125638E+01, 1.000,   29
  0.000000, 12.500000,  6.807046E-01,  3.914669E-01, -6.803692E+01, 1.000,   20
  0.000000, 12.500000,  6.809155E-01,  3.950371E-01, -2.242283E+01, 1.000,  200
  0.000000, 15.000000,  3.402339E-01,  1.940541E-01,  4.637134E+01, 1.000,   82
  0.000000, 15.000000,  3.629446E-01,  1.902246E-01, -4.278976E+01, 1.000,   37
  0.000000, 15.000000,  3.629973E-01,  1.884494E-01, -4.372805E+01, 1.000,   82
  0.000000, 15.000000,  3.630853E-01,  1.870496E-01, -4.445374E+01, 1.000,   42
  0.000000, 15.000000,  6.098732E-01,  3.434787E-01, -1.464367E+01, 1.000,  222
  0.000000, 15.000000,  6.099355E-01,  3.377214E-01, -1.402392E+01, 1.000,  232
  0.000000, 15.000000,  6.099395E-01,  3.424971E-01, -1.399884E+01, 1.000,  152
  0.000000, 15.000000,  6.100361E-01,  3.364121E-01, -1.460048E+01, 1.000,  139
  0.000000, 17.500000,  3.324529E-01,  1.873318E-01,  5.636151E+01, 1.000,   81
  0.000000, 17.500000,  3.655604E-01,  1.861448E-01, -4.952225E+01, 1.000,   27
  0.000000, 17.500000,  3.656113E-01,  1.876078E-01, -4.998160E+01, 1.000,   82
  0.000000, 17.500000,  3.656628E-01,  1.885887E-01, -5.038962E+01, 1.000,   53
  0.000000, 17.500000,  5.503740E-01,  3.130320E-01,  7.915215E+00, 1.000,  129
  0.000000, 17.500000,  5.522123E-01,  3.116959E-01,  3.752766E+01, 1.000,   56
  0.000000, 17.500000,  5.525497E-01,  3.107986E-01,  1.897558E+01, 1.000,   82
  0.000000, 17.500000,  5.658995E-01,  2.788213E-01, -6.945127E+01, 1.000,   76
  0.000000, 17.500000,  5.659005E-01,  2.804426E-01, -6.777170E+01, 1.000,   82
  0.000000, 17.500000,  6.799447E-01,  3.783911E-01, -2.202827E+01, 1.000,  146
  0.000000, 17.500000,  6.800070E-01,  3.739320E-01, -2.046893E+01, 1.000,  189
  0.000000, 20.000000,  3.260981E-01,  1.816966E-01,  6.347254E+01, 1.000,   75
  0.000000, 20.000000,  3.270285E-01,  1.818968E-01,  6.096545E+01, 1.000,    1
  0.000000, 20.000000,  3.270509E-01,  1.818540E-01,  6.023077E+01, 1.000,    2
  0.000000, 20.000000,  3.694212E-01,  1.882294E-01, -5.471618E+01, 1.000,   79
  0.000000, 20.000000,  3.694691E-01,  1.881357E-01, -5.472109E+01, 1.000,   80
  0.000000, 20.000000,  5.004083E-01,  2.775227E-01,  2.031177E+01, 1.000,   75
  0.000000, 20.000000,  5.438268E-01,  2.481611E-01, -9.913272E+01, 1.000,   79
  0.000000, 20.000000,  5.438598E-01,  2.486486E-01, -9.697729E+01, 1.000,   83
  0.000000, 20.000000,  7.691144E-01,  4.249296E-01, -1.972251E+01, 1.000,  158
  0.000000, 20.000000,  7.712591E-01,  4.368029E-01, -8.375466E+01, 1.000,   49
  0.000000, 22.500000,  3.212272E-01,  1.771589E-01,  6.794597E+01, 1.000,   76
  0.000000, 22.500000,  3.220026E-01,  1.774695E-01,  6.570036E+01, 1.000,    1
  0.000000, 22.500000,  3.743653E-01,  1.900053E-01, -5.997816E+01, 1.000,   78
  0.000000, 22.500000,  3.743678E-01,  1.898806E-01, -6.021983E+01, 1.000,   78
  0.000000, 22.500000,  4.609449E-01,  2.664318E-01,  1.708085E+01, 1.000,  227
  0.000000, 22.500000,  5.294360E-01,  2.402448E-01, -1.133880E+02, 1.000,   75
  0.000000, 22.500000,  5.294539E-01,  2.401097E-01, -1.134397E+02, 1.000,   82
  0.000000, 22.500000,  8.850694E-01,  4.833827E-01, -1.111400E+02, 1.000,   97
  0.000000, 25.000000,  3.177628E-01,  1.737203E-01,  7.107232E+01, 1.000,   76
  0.000000, 25.000000,  3.801342E-01,  1.923545E-01, -6.556355E+01, 1.000,   79
  0.000000, 25.000000,  3.801392E-01,  1.923604E-01, -6.554378E+01, 1.000,   76
  0.000000, 25.000000,  4.262412E-01,  2.465499E-01,  1.595722E+01, 1.000,  231
  0.000000, 25.000000,  5.168468E-01,  2.385089E-01, -1.227952E+02, 1.000,   78
  0.000000, 25.000000,  5.168562E-01,  2.385407E-01, -1.236631E+02, 1.000,   81
  0.000000, 25.000000,  1.042267E+00,  5.790369E-01, -3.064197E+02, 1.000,   66
  0.000000, 27.500000,  3.156472E-01,  1.713309E-01,  7.306656E+01, 1.000,   79
  0.000000, 27.500000,  3.867814E-01,  1.953291E-01, -7.129799E+01, 1.000,   79
  0.000000, 27.500000,  3.868494E-01,  1.952837E-01, -7.103709E+01, 1.000,   79
  0.000000, 27.500000,  3.952884E-01,  2.397183E-01,  1.425267E+01, 1.000,   77
  0.000000, 27.500000,  5.039049E-01,  2.398390E-01, -1.258485E+02, 1.000,   82
  0.000000, 27.500000,  5.039844E-01,  2.395398E-01, -1.231690E+02, 1.000,   77
  0.000000, 27.500000,  1.218133E+00,  6.039310E-01, -5.590806E+02, 1.000,   70
  0.000000, 30.000000,  3.150677E-01,  1.700444E-01,  7.412234E+01, 1.000,   80
  0.000000, 30.000000,  3.666460E-01,  2.277347E-01,  3.955112E+01, 1.000,   79
  0.000000, 30.000000,  3.939398E-01,  1.985510E-01, -7.400958E+01, 1.000,   79
  0.000000, 30.000000,  3.939494E-01,  1.985467E-01, -7.404215E+01, 1.000,   80
  0.000000, 30.000000,  4.901716E-01,  2.442042E-01, -1.267245E+02, 1.000,   77
  0.000000, 30.000000,  4.902372E-01,  2.443815E-01, -1.290515E+02, 1.000,   84
  0.000000, 30.000000,  1.395986E+00,  6.414342E-01, -7.083459E+02, 1.000,   70
  0.000000, 32.500000,  3.156443E-01,  1.696484E-01,  7.536915E+01, 1.000,   80
  0.000000, 32.500000,  3.424426E-01,  2.069780E-01,  5.593281E+01, 1.000,   81
  0.000000, 32.500000,  4.018753E-01,  2.024190E-01, -7.589033E+01, 1.000,   79
  0.000000, 32.500000,  4.018961E-01,  2.022857E-01, -7.576832E+01, 1.000,   82
  0.000000, 32.500000,  4.749414E-01,  2.504892E-01, -1.228602E+02, 1.000,   79
  0.000000, 32.500000,  4.749685E-01,  2.494210E-01, -1.138097E+02, 1.000,   86
  0.000000, 32.500000,  1.560641E+00,  6.930036E-01, -9.226544E+02, 1.000,   69
  0.000000, 35.000000,  3.177215E-01,  1.702883E-01,  7.636681E+01, 1.000,   81
  0.000000, 35.000000,  3.231353E-01,  1.888827E-01,  5.063136E+01, 1.000,   83
  0.000000, 35.000000,  4.106952E-01,  2.073872E-01, -7.683848E+01, 1.000,   79
  0.000000, 35.000000,  4.107123E-01,  2.071725E-01, -7.659940E+01, 1.000,   82
  0.000000, 35.000000,  4.591916E-01,  2.370880E-01, -6.831672E+01, 1.000,   78
  0.000000, 35.000000,  4.592222E-01,  2.362213E-01, -6.605308E+01, 1.000,   85
  0.000000, 35.000000,  1.691131E+00,  7.359212E-01, -1.173465E+03, 1.000,   72
  0.000000, 37.500000,  3.072861E-01,  1.754594E-01,  4.037429E+01, 1.000,   78
  0.000000, 37.500000,  3.212743E-01,  1.718874E-01,  7.745371E+01, 1.000,   79
  0.000000, 37.500000,  4.206550E-01,  2.124476E-01, -7.852056E+01, 1.000,   77
  0.000000, 37.500000,  4.208072E-01,  2.129508E-01, -7.948111E+01, 1.000,   80
  0.000000, 37.500000,  4.484919E-01,  2.064065E-01, -6.257357E+01, 1.000,   88
  0.000000, 37.500000,  4.485151E-01,  2.035380E-01, -6.024099E+01, 1.000,   75
  0.000000, 37.500000,  1.753848E+00,  7.479316E-01, -1.228065E+03, 1.000,   67
  0.000000, 40.000000,  2.939641E-01,  1.654414E-01,  3.368692E+01, 1.000,   72
  0.000000, 40.000000,  3.263241E-01,  1.744768E-01,  7.864276E+01, 1.000,   76
  0.000000, 40.000000,  4.319886E-01,  2.185519E-01, -8.736879E+01, 1.000,   75
  0.000000, 40.000000,  4.321720E-01,  2.186635E-01, -8.776608E+01, 1.000,   72
  0.000000, 40.000000,  4.397725E-01,  2.005186E-01, -7.168296E+01, 1.000,   81
  0.000000, 40.000000,  4.398340E-01,  2.014872E-01, -7.403833E+01, 1.000,   72
  0.000000, 40.000000,  1.727112E+00,  6.980959E-01, -8.641610E+02, 1.000,   67
  0.000000, 42.500000,  2.825369E-01,  1.574378E-01,  3.179415E+01, 1.000,   72
  0.000000, 42.500000,  3.328511E-01,  1.781284E-01,  8.007756E+01, 1.000,   72
  0.000000, 42.500000,  4.313628E-01,  2.017923E-01, -7.989416E+01, 1.000,   76
  0.000000, 42.500000,  4.314620E-01,  2.013429E-01, -7.879483E+01, 1.000,   72
  0.000000, 42.500000,  4.445465E-01,  2.229622E-01, -9.831101E+01, 1.000,   72
  0.000000, 42.500000,  4.446419E-01,  2.230025E-01, -9.853816E+01, 1.000,   72
  0.000000, 42.500000,  1.660619E+00,  6.431011E-01, -7.092176E+02, 1.000,   72
  0.000000, 45.000000,  2.727619E-01,  1.505144E-01,  3.078423E+01, 1.000,   72
  0.000000, 45.000000,  3.414808E-01,  1.830570E-01,  8.142169E+01, 1.000,   72
  0.000000, 45.000000,  4.228797E-01,  2.042667E-01, -8.574419E+01, 1.000,   72
  0.000000, 45.000000,  4.229086E-01,  2.042311E-01, -8.567136E+01, 1.000,   75
  0.000000, 45.000000,  4.576662E-01,  2.257627E-01, -1.048064E+02, 1.000,   72
  0.000000, 45.000000,  4.577231E-01,  2.257103E-01, -1.049816E+02, 1.000,   72
  0.000000, 45.000000,  1.561152E+00,  6.027079E-01, -5.272896E+02, 1.000,   72
  0.000000, 47.500000,  2.643883E-01,  1.447707E-01,  3.104637E+01, 1.000,   72
  0.000000, 47.500000,  3.520541E-01,  1.892935E-01,  8.188002E+01, 1.000,   72
  0.000000, 47.500000,  4.139813E-01,  2.071294E-01, -8.795204E+01, 1.000,   72
  0.000000, 47.500000,  4.140207E-01,  2.076696E-01, -9.041956E+01, 1.000,   75
  0.000000, 47.500000,  4.710606E-01,  2.281562E-01, -1.072098E+02, 1.000,   72
  0.000000, 47.500000,  4.711971E-01,  2.282074E-01, -1.075281E+02, 1.000,   72
  0.000000, 47.500000,  1.457611E+00,  5.649410E-01, -4.946539E+02, 1.000,   74
  0.000000, 50.000000,  2.572804E-01,  1.397396E-01,  3.124149E+01, 1.000,   72
  0.000000, 50.000000,  3.651866E-01,  1.970800E-01,  7.995819E+01, 1.000,   72
  0.000000, 50.000000,  4.047862E-01,  2.086222E-01, -8.481365E+01, 1.000,   75
  0.000000, 50.000000,  4.048221E-01,  2.077541E-01, -8.162909E+01, 1.000,   73
  0.000000, 50.000000,  4.850059E-01,  2.308545E-01, -1.068248E+02, 1.000,   72
  0.000000, 50.000000,  4.851858E-01,  2.310373E-01, -1.073899E+02, 1.000,   72
  0.000000, 50.000000,  1.341083E+00,  5.538828E-01, -5.217088E+02, 1.000,   81
  0.000000, 52.500000,  2.513949E-01,  1.354259E-01,  3.132655E+01, 1.000,   72
  0.000000, 52.500000,  3.810343E-01,  2.061406E-01,  7.516838E+01, 1.000,   72
  0.000000, 52.500000,  3.958393E-01,  2.042552E-01, -7.225277E+01, 1.000,   73
  0.000000, 52.500000,  3.958785E-01,  2.030873E-01, -6.911425E+01, 1.000,   77
  0.000000, 52.500000,  4.995761E-01,  2.352046E-01, -1.048041E+02, 1.000,   73
  0.000000, 52.500000,  4.997798E-01,  2.353575E-01, -1.052498E+02, 1.000,   73
  0.000000, 52.500000,  1.205555E+00,  5.445155E-01, -5.548540E+02, 1.000,   77
  0.000000, 55.000000,  2.465520E-01,  1.319523E-01,  3.136900E+01, 1.000,   73
  0.000000, 55.000000,  3.884441E-01,  1.933089E-01, -5.965527E+01, 1.000,   72
  0.000000, 55.000000,  3.885080E-01,  1.943366E-01, -6.103874E+01, 1.000,   73
  0.000000, 55.000000,  3.999729E-01,  2.159635E-01,  6.851834E+01, 1.000,   72
  0.000000, 55.000000,  5.153426E-01,  2.418662E-01, -9.834968E+01, 1.000,   72
  0.000000, 55.000000,  5.153954E-01,  2.420540E-01, -9.829498E+01, 1.000,   74
  0.000000, 55.000000,  1.045664E+00,  5.238116E-01, -5.025934E+02, 1.000,   77
  0.000000, 57.500000,  2.426725E-01,  1.292223E-01,  3.156728E+01, 1.000,   76
  0.000000, 57.500000,  3.826668E-01,  1.884292E-01, -6.431753E+01, 1.000,   75
  0.000000, 57.500000,  3.827242E-01,  1.878417E-01, -6.330395E+01, 1.000,   73
  0.000000, 57.500000,  4.221055E-01,  2.264808E-01,  6.465020E+01, 1.000,   72
  0.000000, 57.500000,  5.330118E-01,  2.534576E-01, -8.988242E+01, 1.000,   74
  0.000000, 57.500000,  5.330317E-01,  2.547089E-01, -9.028667E+01, 1.000,   73
  0.000000, 57.500000,  8.743263E-01,  4.652080E-01, -2.110564E+02, 1.000,   76
  0.000000, 60.000000,  2.397551E-01,  1.271704E-01,  3.196872E+01, 1.000,   78
  0.000000, 60.000000,  3.777150E-01,  1.852708E-01, -6.754234E+01, 1.000,   78
  0.000000, 60.000000,  3.777549E-01,  1.850659E-01, -6.724708E+01, 1.000,   77
  0.000000, 60.000000,  4.480015E-01,  2.389617E-01,  6.928831E+01, 1.000,   76
  0.000000, 60.000000,  5.545391E-01,  2.690789E-01, -1.103977E+02, 1.000,   77
  0.000000, 60.000000,  5.545414E-01,  2.692684E-01, -1.113895E+02, 1.000,   74
  0.000000, 60.000000,  7.313579E-01,  3.864205E-01, -1.420466E+01, 1.000,  132
  0.000000, 60.000000,  7.319528E-01,  3.782979E-01, -4.302496E+01, 1.000,   49
  0.000000, 62.500000,  2.376741E-01,  1.255796E-01,  3.261101E+01, 1.000,   81
  0.000000, 62.500000,  3.730535E-01,  1.845062E-01, -7.119312E+01, 1.000,   80
  0.000000, 62.500000,  3.730785E-01,  1.841891E-01, -7.070530E+01, 1.000,   78
  0.000000, 62.500000,  4.785990E-01,  2.560203E-01,  8.474445E+01, 1.000,   78
  0.000000, 62.500000,  5.784346E-01,  2.763070E-01, -1.343573E+02, 1.000,   78
  0.000000, 62.500000,  5.784531E-01,  2.763910E-01, -1.331870E+02, 1.000,   78
  0.000000, 62.500000,  6.261973E-01,  3.388535E-01,  7.317257E+01, 1.000,   76
  0.000000, 62.500000,  6.656981E-01,  3.160568E-01, -1.214941E+02, 1.000,   78
  0.000000, 62.500000,  6.659802E-01,  3.164997E-01, -1.188470E+02, 1.000,   78
  0.000000, 65.000000,  2.364518E-01,  1.246038E-01,  3.372171E+01, 1.000,   81
  0.000000, 65.000000,  3.684411E-01,  1.836054E-01, -7.207165E+01, 1.000,   78
  0.000000, 65.000000,  3.684770E-01,  1.841063E-01, -7.321429E+01, 1.000,   76
  0.000000, 65.000000,  5.161708E-01,  2.816691E-01,  9.009711E+01, 1.000,   76
  0.000000, 65.000000,  5.502010E-01,  3.003482E-01,  7.995442E+01, 1.000,   75
  0.000000, 65.000000,  6.035532E-01,  2.837505E-01, -1.388288E+02, 1.000,   76
  0.000000, 65.000000,  6.036550E-01,  2.836641E-01, -1.396493E+02, 1.000,   76
  0.000000, 65.000000,  6.234737E-01,  2.933974E-01, -1.378456E+02, 1.000,   77
  0.000000, 65.000000,  6.235240E-01,  2.932678E-01, -1.388303E+02, 1.000,   78
  0.000000, 67.500000,  2.360587E-01,  1.243049E-01,  3.494006E+01, 1.000,   78
  0.000000, 67.500000,  3.636644E-01,  1.838882E-01, -7.346595E+01, 1.000,   76
  0.000000, 67.500000,  3.637396E-01,  1.837129E-01, -7.323807E+01, 1.000,   79
  0.000000, 67.500000,  4.931649E-01,  2.718799E-01,  7.363221E+01, 1.000,   78
  0.000000, 67.500000,  5.635828E-01,  3.095001E-01,  5.213773E+01, 1.000,   76
  0.000000, 67.500000,  5.862387E-01,  2.730570E-01, -1.292996E+02, 1.000,   78
  0.000000, 67.500000,  5.863237E-01,  2.730470E-01, -1.303594E+02, 1.000,   79
  0.000000, 67.500000,  6.305135E-01,  2.954596E-01, -1.249529E+02, 1.000,   76
  0.000000, 67.500000,  6.305399E-01,  2.954923E-01, -1.258520E+02, 1.000,   78
  0.000000, 70.000000,  2.365078E-01,  1.244696E-01,  3.626071E+01, 1.000,   77
  0.000000, 70.000000,  3.587753E-01,  1.832499E-01, -7.161095E+01, 1.000,   76
  0.000000, 70.000000,  3.588003E-01,  1.831537E-01, -7.149781E+01, 1.000,   77
  0.000000, 70.000000,  4.487543E-01,  2.505020E-01,  6.571665E+01, 1.000,   77
  0.000000, 70.000000,  5.525146E-01,  2.549426E-01, -1.089291E+02, 1.000,   77
  0.000000, 70.000000,  5.525561E-01,  2.548869E-01, -1.093242E+02, 1.000,   75
  0.000000, 70.000000,  6.186191E-01,  3.234964E-01,  2.222122E+01, 1.000,   75
  0.000000, 70.000000,  6.612466E-01,  3.183118E-01, -8.208946E+01, 1.000,   74
  0.000000, 70.000000,  6.612643E-01,  3.184597E-01, -8.277696E+01, 1.000,   77
  0.000000, 72.500000,  2.379455E-01,  1.252019E-01,  3.803542E+01, 1.000,   77
  0.000000, 72.500000,  3.540222E-01,  1.819652E-01, -6.812887E+01, 1.000,   76
  0.000000, 72.500000,  3.540494E-01,  1.819080E-01, -6.798543E+01, 1.000,   76
  0.000000, 72.500000,  4.132864E-01,  2.337537E-01,  5.891533E+01, 1.000,   79
  0.000000, 72.500000,  5.219032E-01,  2.406402E-01, -8.498468E+01, 1.000,   77
  0.000000, 72.500000,  5.219804E-01,  2.404212E-01, -8.551706E+01, 1.000,   79
  0.000000, 72.500000,  6.799679E-01,  3.401798E-01,  5.911283E+01, 1.000,   76
  0.000000, 72.500000,  7.034315E-01,  3.737885E-01, -8.638404E+01, 1.000,   75
  0.000000, 72.500000,  7.034698E-01,  3.736567E-01, -9.272294E+01, 1.000,   73
  0.000000, 75.000000,  2.402646E-01,  1.266780E-01,  3.930836E+01, 1.000,   78
  0.000000, 75.000000,  3.493322E-01,  1.801222E-01, -6.293868E+01, 1.000,   78
  0.000000, 75.000000,  3.493654E-01,  1.801289E-01, -6.299814E+01, 1.000,   76
  0.000000, 75.000000,  3.843163E-01,  2.201579E-01,  5.382104E+01, 1.000,   78
  0.000000, 75.000000,  4.945748E-01,  2.312287E-01, -6.241457E+01, 1.000,   78
  0.000000, 75.000000,  4.946586E-01,  2.310862E-01, -6.229266E+01, 1.000,   80
  0.000000, 75.000000,  7.613435E-01,  3.980219E-01, -1.498816E+01, 1.000,  164
  0.000000, 75.000000,  7.664955E-01,  4.042971E-01, -9.888235E+01, 1.000,   84
  0.000000, 77.500000,  2.436443E-01,  1.287060E-01,  4.107359E+01, 1.000,   79
  0.000000, 77.500000,  3.450401E-01,  1.775980E-01, -5.680208E+01, 1.000,   80
  0.000000, 77.500000,  3.450800E-01,  1.775460E-01, -5.684191E+01, 1.000,   78
  0.000000, 77.500000,  3.603082E-01,  2.090386E-01,  4.905971E+01, 1.000,   78
  0.000000, 77.500000,  4.709398E-01,  2.353609E-01, -6.156743E+01, 1.000,   75
  0.000000, 77.500000,  4.709453E-01,  2.348760E-01, -6.164598E+01, 1.000,   80
  0.000000, 77.500000,  8.531250E-01,  4.425605E-01, -7.016265E+01, 1.000,  141
  0.000000, 77.500000,  8.538527E-01,  4.387198E-01, -6.946982E+01, 1.000,  186
  0.000000, 80.000000,  2.481651E-01,  1.315748E-01,  4.198854E+01, 1.000,   79
  0.000000, 80.000000,  3.401461E-01,  1.997027E-01,  4.424912E+01, 1.000,   79
  0.000000, 80.000000,  3.413657E-01,  1.743959E-01, -5.161408E+01, 1.000,   81
  0.000000, 80.000000,  3.413690E-01,  1.743780E-01, -5.156398E+01, 1.000,   78
  0.000000, 80.000000,  4.511203E-01,  2.328497E-01, -8.528644E+01, 1.000,   74
  0.000000, 80.000000,  4.511371E-01,  2.323167E-01, -8.374191E+01, 1.000,   79
  0.000000, 80.000000,  9.690623E-01,  5.003278E-01, -2.374162E+02, 1.000,   25
  0.000000, 80.000000,  9.691741E-01,  4.902109E-01, -1.087297E+02, 1.000,  124
  0.000000, 82.500000,  2.539725E-01,  1.350627E-01,  4.346871E+01, 1.000,   84
  0.000000, 82.500000,  3.230390E-01,  1.920636E-01,  3.948357E+01, 1.000,   79
  0.000000, 82.500000,  3.384894E-01,  1.714246E-01, -4.896067E+01, 1.000,   84
  0.000000, 82.500000,  3.385076E-01,  1.714936E-01, -4.893154E+01, 1.000,   79
  0.000000, 82.500000,  4.336414E-01,  2.211762E-01, -8.422024E+01, 1.000,   77
  0.000000, 82.500000,  4.336591E-01,  2.211357E-01, -8.349372E+01, 1.000,   78
  0.000000, 82.500000,  1.113109E+00,  5.609439E-01, -3.946031E+02, 1.000,   70
  0.000000, 85.000000,  2.611262E-01,  1.394448E-01,  4.533072E+01, 1.000,   82
  0.000000, 85.000000,  3.084946E-01,  1.853522E-01,  3.400203E+01, 1.000,   80
  0.000000, 85.000000,  3.364182E-01,  1.688998E-01, -4.718756E+01, 1.000,   82
  0.000000, 85.000000,  3.364431E-01,  1.688046E-01, -4.693144E+01, 1.000,   83
  0.000000, 85.000000,  4.176402E-01,  2.097701E-01, -8.076009E+01, 1.000,   80
  0.000000, 85.000000,  4.177197E-01,  2.099237E-01, -8.193941E+01, 1.000,   77
  0.000000, 85.000000,  1.214295E+00,  5.534162E-01, -4.585426E+02, 1.000,   73
  0.000000, 87.500000,  2.700044E-01,  1.453430E-01,  4.687897E+01, 1.000,   81
  0.000000, 87.500000,  2.959018E-01,  1.797343E-01,  2.954560E+01, 1.000,   80
  0.000000, 87.500000,  3.352179E-01,  1.671957E-01, -4.553234E+01, 1.000,   80
  0.000000, 87.500000,  3.352184E-01,  1.670515E-01, -4.553069E+01, 1.000,   82
  0.000000, 87.500000,  4.029794E-01,  1.986551E-01, -7.188732E+01, 1.000,   78
  0.000000, 87.500000,  4.030117E-01,  1.991081E-01, -7.426150E+01, 1.000,   75
  0.000000, 87.500000,  1.259943E+00,  5.470839E-01, -5.171527E+02, 1.000,   73
  0.000000, 90.000000,  2.808122E-01,  1.526376E-01,  4.698897E+01, 1.000,   81
  0.000000, 90.000000,  2.849633E-01,  1.746204E-01,  2.615117E+01, 1.000,   78
  0.000000, 90.000000,  3.348319E-01,  1.662307E-01, -4.378022E+01, 1.000,   79
  0.000000, 90.000000,  3.348610E-01,  1.663195E-01, -4.390122E+01, 1.000,   82
  0.000000, 90.000000,  3.895645E-01,  1.898421E-01, -6.583967E+01, 1.000,   80
  0.000000, 90.000000,  3.895705E-01,  1.895841E-01, -6.461441E+01, 1.000,   77
  0.000000, 90.000000,  1.249986E+00,  5.215796E-01, -5.114558E+02, 1.000,   74
