Theta(deg),Phi(deg),Freq(kT),mstar(me),Curv(kTA2),Type(+e-h),NumOrbCopy
  0.000000, 82.500000,  9.189937E-01,  7.803568E+00, -2.576463E+02, 1.000,   75
  0.000000, 85.000000,  2.343266E-01,  2.068602E+00,  2.711289E+01, 1.000,   82
  0.000000, 85.000000,  2.646341E-01,  2.547778E+00,  2.948690E+01, 1.000,   79
  0.000000, 85.000000,  2.823053E-01,  2.296384E+00, -3.581343E+01, 1.000,   80
  0.000000, 85.000000,  2.828078E-01,  2.437765E+00, -3.319689E+01, 1.000,    3
  0.000000, 85.000000,  2.839498E-01,  2.445757E+00, -3.486029E+01, 1.000,   82
  0.000000, 85.000000,  3.416701E-01,  2.681361E+00, -3.916325E+01, 1.000,   78
  0.000000, 85.000000,  3.420468E-01,  2.531513E+00, -3.641890E+01, 1.000,   78
  0.000000, 85.000000,  1.003575E+00,  8.348161E+00, -3.907932E+02, 1.000,   74
  0.000000, 87.500000,  2.416479E-01,  2.137667E+00,  2.696916E+01, 1.000,   81
  0.000000, 87.500000,  2.536823E-01,  2.443960E+00,  2.327620E+01, 1.000,   79
  0.000000, 87.500000,  2.805444E-01,  2.307391E+00, -3.054945E+01, 1.000,   75
  0.000000, 87.500000,  2.821327E-01,  2.389505E+00, -2.768451E+01, 1.000,   82
  0.000000, 87.500000,  2.824762E-01,  2.460533E+00, -3.564124E+01, 1.000,    4
  0.000000, 87.500000,  2.862736E-01,  2.583302E+00, -4.057216E+01, 1.000,    1
  0.000000, 87.500000,  3.279285E-01,  2.616184E+00, -4.006991E+01, 1.000,   76
  0.000000, 87.500000,  3.279306E-01,  2.464086E+00, -3.539676E+01, 1.000,   77
  0.000000, 87.500000,  8.341266E-01,  6.982189E+00, -2.991310E+02, 1.000,    1
  0.000000, 87.500000,  1.049997E+00,  7.962100E+00, -4.454530E+02, 1.000,   72
  0.000000, 90.000000,  2.443214E-01,  2.349005E+00,  1.796446E+01, 1.000,   78
  0.000000, 90.000000,  2.456650E-01,  2.119099E+00,  3.224072E+01, 1.000,   17
  0.000000, 90.000000,  2.487887E-01,  2.139799E+00,  2.957330E+01, 1.000,   45
  0.000000, 90.000000,  2.548099E-01,  2.184269E+00,  2.737364E+01, 1.000,   18
  0.000000, 90.000000,  2.780700E-01,  2.196635E+00, -2.321145E+01, 1.000,    2
  0.000000, 90.000000,  2.812870E-01,  2.358172E+00, -2.604502E+01, 1.000,   73
  0.000000, 90.000000,  2.838286E-01,  2.454902E+00, -2.450700E+01, 1.000,    4
  0.000000, 90.000000,  2.839991E-01,  2.364329E+00, -2.474432E+01, 1.000,   82
  0.000000, 90.000000,  3.148279E-01,  2.406486E+00, -3.451436E+01, 1.000,   80
  0.000000, 90.000000,  3.153744E-01,  2.548695E+00, -4.146822E+01, 1.000,   73
  0.000000, 90.000000,  3.253267E-01,  2.643080E+00, -5.023383E+01, 1.000,    5
  0.000000, 90.000000,  8.657829E-01,  7.317420E+00, -3.142993E+02, 1.000,    1
  0.000000, 90.000000,  1.053736E+00,  7.591263E+00, -4.102792E+02, 1.000,   74
