  300.00 -3.31062 -7.32851e-03 -7.93583e-03 -7.93583e-03  1.91915e-03  1.91915e-03  2.52103e-03
  300.00 -3.28457 -7.14496e-03 -7.73726e-03 -7.73726e-03  1.87080e-03  1.87079e-03  2.45765e-03
  300.00 -3.25852 -6.96141e-03 -7.53869e-03 -7.53869e-03  1.82244e-03  1.82244e-03  2.39427e-03
  300.00 -3.23246 -6.77787e-03 -7.34012e-03 -7.34012e-03  1.77409e-03  1.77409e-03  2.33090e-03
  300.00 -3.20641 -6.59432e-03 -7.14155e-03 -7.14155e-03  1.72574e-03  1.72573e-03  2.26752e-03
  300.00 -3.18036 -6.41077e-03 -6.94298e-03 -6.94297e-03  1.67738e-03  1.67738e-03  2.20414e-03
  300.00 -3.15431 -6.22723e-03 -6.74440e-03 -6.74440e-03  1.62903e-03  1.62903e-03  2.14076e-03
  300.00 -3.12826 -6.04368e-03 -6.54583e-03 -6.54583e-03  1.58067e-03  1.58067e-03  2.07739e-03
  300.00 -3.10220 -5.86013e-03 -6.34726e-03 -6.34726e-03  1.53232e-03  1.53232e-03  2.01401e-03
  300.00 -3.07615 -5.67659e-03 -6.14869e-03 -6.14869e-03  1.48397e-03  1.48397e-03  1.95063e-03
  300.00 -3.05010 -5.49304e-03 -5.95012e-03 -5.95012e-03  1.43561e-03  1.43561e-03  1.88725e-03
  300.00 -3.02405 -5.30949e-03 -5.75155e-03 -5.75155e-03  1.38726e-03  1.38726e-03  1.82388e-03
  300.00 -2.99800 -5.12594e-03 -5.55298e-03 -5.55298e-03  1.33891e-03  1.33891e-03  1.76050e-03
  300.00 -2.97194 -4.94240e-03 -5.35440e-03 -5.35440e-03  1.29055e-03  1.29055e-03  1.69712e-03
  300.00 -2.94589 -4.75885e-03 -5.15583e-03 -5.15583e-03  1.24220e-03  1.24220e-03  1.63374e-03
  300.00 -2.91984 -4.57530e-03 -4.95726e-03 -4.95726e-03  1.19385e-03  1.19385e-03  1.57036e-03
  300.00 -2.89379 -4.39176e-03 -4.75869e-03 -4.75869e-03  1.14549e-03  1.14549e-03  1.50699e-03
  300.00 -2.86774 -4.20821e-03 -4.56012e-03 -4.56012e-03  1.09714e-03  1.09714e-03  1.44361e-03
